symbol,date,open,high,low,close,adj_close,volume
,,META,META,META,META,META,META
META,2014-01-02,54.83000183105469,55.220001220703125,54.189998626708984,54.709999084472656,54.374794006347656,43195500
META,2014-01-03,55.02000045776367,55.650001525878906,54.529998779296875,54.560001373291016,54.22571563720703,38246200
META,2014-01-06,54.41999816894531,57.2599983215332,54.04999923706055,57.20000076293945,56.84954071044922,68852600
META,2014-01-07,57.70000076293945,58.54999923706055,57.220001220703125,57.91999816894531,57.565128326416016,77207400
META,2014-01-08,57.599998474121094,58.40999984741211,57.22999954223633,58.22999954223633,57.873226165771484,56682400
META,2014-01-09,58.650001525878906,58.959999084472656,56.650001525878906,57.220001220703125,56.869415283203125,92253300
META,2014-01-10,57.130001068115234,58.29999923706055,57.060001373291016,57.939998626708984,57.58500289916992,42449500
META,2014-01-13,57.90999984741211,58.25,55.380001068115234,55.90999984741211,55.567440032958984,63010900
META,2014-01-14,56.459999084472656,57.779998779296875,56.099998474121094,57.7400016784668,57.38623809814453,37503600
META,2014-01-15,57.97999954223633,58.56999969482422,57.27000045776367,57.599998474121094,57.24708557128906,33663400
META,2014-01-16,57.2599983215332,58.02000045776367,56.83000183105469,57.189998626708984,56.839599609375,34541800
META,2014-01-17,57.29999923706055,57.81999969482422,56.06999969482422,56.29999923706055,55.95505142211914,40849200
META,2014-01-21,56.599998474121094,58.58000183105469,56.5,58.5099983215332,58.15150833129883,48669200
META,2014-01-22,58.849998474121094,59.310001373291016,57.099998474121094,57.5099983215332,57.15763854980469,61352900
META,2014-01-23,56.369998931884766,56.68000030517578,55.689998626708984,56.630001068115234,56.28302764892578,47951800
META,2014-01-24,56.150001525878906,56.41999816894531,54.400001525878906,54.45000076293945,54.116390228271484,55200700
META,2014-01-27,54.72999954223633,54.939998626708984,51.849998474121094,53.54999923706055,53.22189712524414,73924100
META,2014-01-28,54.02000045776367,55.279998779296875,54.0,55.13999938964844,54.80215835571289,48191200
META,2014-01-29,54.61000061035156,54.95000076293945,53.189998626708984,53.529998779296875,53.20201873779297,92995600
META,2014-01-30,62.119998931884766,62.5,60.459999084472656,61.08000183105469,60.705772399902344,150178900
META,2014-01-31,60.470001220703125,63.369998931884766,60.16999816894531,62.56999969482422,62.186641693115234,87794600
META,2014-02-03,63.029998779296875,63.77000045776367,60.70000076293945,61.47999954223633,61.103309631347656,74866600
