symbol,date,open,high,low,close,adj_close,volume
,,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
AAPL,2014-01-02,19.845714569091797,19.89392852783203,19.71500015258789,19.754642486572266,17.156696319580078,234684800
AAPL,2014-01-03,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.779842376708984,392467600
AAPL,2014-01-06,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,16.871339797973633,412610800
AAPL,2014-01-07,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,16.75068473815918,317209200
AAPL,2014-01-08,19.243213653564453,19.484285354614258,19.238929748535156,19.409286499023438,16.856760025024414,258529600
AAPL,2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,19.161428451538086,16.641502380371094,279148800
AAPL,2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,16.530454635620117,304976000
AAPL,2014-01-13,18.925357818603516,19.375,18.924285888671875,19.133214950561523,16.61699867248535,378492800
AAPL,2014-01-14,19.222143173217773,19.526071548461914,19.2021427154541,19.51392936706543,16.947641372680664,332561600
AAPL,2014-01-15,19.768571853637695,20.007143020629883,19.7021427154541,19.90571403503418,17.287906646728516,391638800
AAPL,2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,17.19144630432129,229278000
AAPL,2014-01-17,19.695714950561523,19.716785430908203,19.282142639160156,19.309642791748047,16.770219802856445,426739600
AAPL,2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,17.0307674407959,328526800
AAPL,2014-01-22,19.675357818603516,19.903213500976562,19.56464385986328,19.696786880493164,17.106454849243164,379985200
AAPL,2014-01-23,19.640714645385742,19.875,19.457500457763672,19.863571166992188,17.251306533813477,403239200
AAPL,2014-01-24,19.78571319580078,19.843570709228516,19.45535659790039,19.502500534057617,16.937715530395508,429354800
AAPL,2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,19.66071319580078,17.07512092590332,554878800
AAPL,2014-01-28,18.170000076293945,18.39285659790039,17.93107032775879,18.08928680419922,15.710358619689941,1065523200
AAPL,2014-01-29,17.998214721679688,18.120357513427734,17.807857513427734,17.883928298950195,15.532012939453125,502810000
AAPL,2014-01-30,17.947856903076172,18.08928680419922,17.739286422729492,17.849285125732422,15.50191879272461,678501600
AAPL,2014-01-31,17.684999465942383,17.911785125732422,17.626785278320312,17.878570556640625,15.527352333068848,464797200
AAPL,2014-02-03,17.95035743713379,18.133214950561523,17.832143783569336,17.911785125732422,15.556204795837402,401464000
AAPL,2014-02-04,18.066070556640625,18.19499969482422,17.955713272094727,18.171070098876953,15.781383514404297,376681200
AAPL,2014-02-05,18.091428756713867,18.402856826782227,18.08035659790039,18.306785583496094,15.89925479888916,328344800
AAPL,2014-02-06,18.216428756713867,18.33928680419922,18.136070251464844,18.30392837524414,15.991931915283203,257765200
AAPL,2014-02-07,18.62071418762207,18.676071166992188,18.47785758972168,18.559999465942383,16.215652465820312,370280400
AAPL,2014-02-10,18.523571014404297,18.999643325805664,18.5,18.892499923706055,16.506149291992188,345559200
AAPL,2014-02-11,18.95035743713379,19.20535659790039,18.91071319580078,19.141429901123047,16.72364044189453,282256800
AAPL,2014-02-12,19.176786422729492,19.270000457763672,19.044286727905273,19.139999389648438,16.722393035888672,308100800
AAPL,2014-02-13,19.094999313354492,19.45892906188965,19.078571319580078,19.44392967224121,16.987937927246094,307398000
AAPL,2014-02-14,19.37392807006836,19.499286651611328,19.328929901123047,19.428213119506836,16.974197387695312,272924400
AAPL,2014-02-18,19.5,19.68535614013672,19.48607063293457,19.499643325805664,17.03660774230957,260251600
AAPL,2014-02-19,19.45535659790039,19.53178596496582,19.08392906188965,19.19178581237793,16.767635345458984,313768000
AAPL,2014-02-20,19.035356521606445,19.178571701049805,18.89285659790039,18.969642639160156,16.573551177978516,305858000
AAPL,2014-02-21,19.028213500976562,19.091785430908203,18.735713958740234,18.758928298950195,16.38945198059082,278784800
AAPL,2014-02-24,18.683929443359375,18.92571449279785,18.65785789489746,18.8410701751709,16.461217880249023,288909600
AAPL,2014-02-25,18.906429290771484,18.9132137298584,18.60714340209961,18.645000457763672,16.2899169921875,231952000
AAPL,2014-02-26,18.70035743713379,18.75,18.41428565979004,18.47678565979004,16.142946243286133,276217200
AAPL,2014-02-27,18.46928596496582,18.885000228881836,18.430356979370117,18.84535789489746,16.464963912963867,301882000
AAPL,2014-02-28,18.895713806152344,19.02678680419922,18.64714241027832,18.794286727905273,16.42034912109375,371968800
AAPL,2014-03-03,18.693571090698242,18.951786041259766,18.671785354614258,18.84857177734375,16.4677734375,238781200
AAPL,2014-03-04,18.96428680419922,19.022857666015625,18.848928451538086,18.972856521606445,16.576358795166016,259140000
AAPL,2014-03-05,18.961429595947266,19.09821319580078,18.897499084472656,19.01285743713379,16.61130714416504,200062800
AAPL,2014-03-06,19.028213500976562,19.087142944335938,18.860713958740234,18.95535659790039,16.56106948852539,185488800
AAPL,2014-03-07,18.967500686645508,18.999286651611328,18.787500381469727,18.944286346435547,16.551393508911133,220729600
AAPL,2014-03-10,18.8700008392334,19.047500610351562,18.869285583496094,18.961429595947266,16.566377639770508,178584000
AAPL,2014-03-11,19.123214721679688,19.240713119506836,19.02107048034668,19.14607048034668,16.72770118713379,279224400
AAPL,2014-03-12,19.089643478393555,19.191070556640625,19.0,19.164642333984375,16.74392318725586,199326400
AAPL,2014-03-13,19.194286346435547,19.273571014404297,18.898571014404297,18.951786041259766,16.557947158813477,257742800
AAPL,2014-03-14,18.885356903076172,18.960357666015625,18.678571701049805,18.738929748535156,16.37198257446289,237199200
AAPL,2014-03-17,18.8464298248291,18.927499771118164,18.780357360839844,18.812143325805664,16.43595314025879,199544800
AAPL,2014-03-18,18.782142639160156,18.99892807006836,18.757143020629883,18.97857093811035,16.58134651184082,209647200
AAPL,2014-03-19,19.009286880493164,19.15142822265625,18.89285659790039,18.97357177734375,16.576993942260742,224756000
AAPL,2014-03-20,18.92464256286621,19.023929595947266,18.83392906188965,18.882143020629883,16.497102737426758,208398400
AAPL,2014-03-21,18.997499465942383,19.0625,18.797500610351562,19.031070709228516,16.62722396850586,374046400
AAPL,2014-03-24,19.229286193847656,19.303571701049805,19.109285354614258,19.256786346435547,16.824430465698242,355700800
AAPL,2014-03-25,19.33928680419922,19.491071701049805,19.27107048034668,19.46392822265625,17.005409240722656,282293200
AAPL,2014-03-26,19.518571853637695,19.60714340209961,19.2450008392334,19.277856826782227,16.84284019470215,299768000
AAPL,2014-03-27,19.286428451538086,19.33928680419922,19.11142921447754,19.19499969482422,16.770448684692383,222031600
AAPL,2014-03-28,19.2257137298584,19.24785614013672,19.08035659790039,19.17357063293457,16.751724243164062,200564000
AAPL,2014-03-31,19.258214950561523,19.31464385986328,19.140356063842773,19.169286727905273,16.747983932495117,168669200
AAPL,2014-04-01,19.205713272094727,19.352500915527344,19.17035675048828,19.344642639160156,16.90118980407715,200760000
AAPL,2014-04-02,19.37071418762207,19.40999984741211,19.295000076293945,19.376785278320312,16.92927360534668,180420800
AAPL,2014-04-03,19.335357666015625,19.375,19.20142936706543,19.24250030517578,16.811948776245117,162344000
AAPL,2014-04-04,19.278928756713867,19.28571319580078,18.94928550720215,18.99357032775879,16.594457626342773,275251200
AAPL,2014-04-07,18.85785675048828,18.96071434020996,18.63892936706543,18.695356369018555,16.33391571044922,289850400
AAPL,2014-04-08,18.756786346435547,18.790000915527344,18.524999618530273,18.694286346435547,16.332979202270508,243888400
AAPL,2014-04-09,18.665714263916016,18.94607162475586,18.643571853637695,18.940000534057617,16.54765510559082,206169600
