symbol,date,open,close,high,low,volume
TQQQ,2014-01-02,2.4375196795991303,2.4136242866516113,2.4393117543110194,2.392318332278762,49488000
TQQQ,2014-01-03,2.4132260013368447,2.361053943634033,2.419995958313874,2.359660437274987,48772800
TQQQ,2014-01-06,2.3630458429930172,2.3359639644622803,2.370413309884904,2.3086840553491417,62961600
TQQQ,2014-01-07,2.366231707671715,2.3964993953704834,2.4094420273552712,2.354284014171751,46156800
TQQQ,2014-01-08,2.400083793103726,2.4144208431243896,2.434731853889747,2.3847504372895933,46632000
TQQQ,2014-01-09,2.4399083087707596,2.3895294666290283,2.442497746573008,2.3660326486802434,52780800
TQQQ,2014-01-10,2.4090443680620237,2.4134249687194824,2.4215893436742126,2.3552800892026577,59971200
TQQQ,2014-01-13,2.4036676558715717,2.3060946464538574,2.4285579786179525,2.2790136817921383,86553600
TQQQ,2014-01-14,2.330388130305269,2.4381158351898193,2.4428950027241494,2.329790848305103,69038400
TQQQ,2014-01-15,2.466990540312731,2.4950673580169678,2.512191876455064,2.4612155217321248,60264000
TQQQ,2014-01-16,2.4916821191529466,2.500244379043579,2.5096035468957143,2.479335856774252,35256000
TQQQ,2014-01-17,2.4765487363389678,2.455839157104492,2.497058461912616,2.43831629804448,42230400
TQQQ,2014-01-21,2.502634078292043,2.510798454284668,2.514980113353657,2.449666700595952,44011200
TQQQ,2014-01-22,2.5303129119455163,2.5340960025787354,2.5488318481727643,2.509006051448236,39216000
TQQQ,2014-01-23,2.507811343109714,2.503629684448242,2.5090061352820356,2.4532508383846094,64526400
TQQQ,2014-01-24,2.466392848749621,2.3552799224853516,2.4795353334416106,2.354881126740259,70824000
TQQQ,2014-01-27,2.3580667584409074,2.2867794036865234,2.3692182260549832,2.23819264045919,88864800
TQQQ,2014-01-28,2.2513357360819675,2.2859838008880615,2.29195776232589,2.242175282071751,54748800
TQQQ,2014-01-29,2.2254482724217812,2.2138993740081787,2.2752309773042856,2.1975710788734784,68248800
TQQQ,2014-01-30,2.2935499798553107,2.33058762550354,2.3564747131638812,2.2855850025854267,58219200
TQQQ,2014-01-31,2.2549193921078716,2.3142590522766113,2.347712314101036,2.2485468647668756,42266400
TQQQ,2014-02-03,2.3015162536452567,2.1609315872192383,2.33457119157743,2.137434761286135,91963200
TQQQ,2014-02-04,2.187614386933689,2.203146457672119,2.2274401859672723,2.1684981674735533,45336000
TQQQ,2014-02-05,2.180445756212037,2.182835340499878,2.2083238597646804,2.1107508391553798,54256800
TQQQ,2014-02-06,2.2051369308099957,2.2664685249328613,2.2760266332955306,2.201552782601044,36988800
