symbol,date,open,close,high,low,volume
QQQ,2014-01-02,79.49951348275901,79.24525451660156,79.5267537828852,79.01824277841875,29177500
QQQ,2014-01-03,79.24528508027015,78.6732177734375,79.3179305271905,78.65505987563297,35723700
QQQ,2014-01-06,78.69136902676715,78.38262939453125,78.78217235583067,78.09205458481802,32073100
QQQ,2014-01-07,78.74587236347854,79.10909271240234,79.22713638146551,78.60058145276824,25860600
QQQ,2014-01-08,79.1272117430527,79.28157806396484,79.49951432297456,78.95468060329881,27197400
QQQ,2014-01-09,79.57217412006388,79.01826477050781,79.58125653191654,78.74585476558131,23674700
QQQ,2014-01-10,79.20895132358247,79.27251434326172,79.36331766739642,78.61871932493261,38008900
QQQ,2014-01-13,79.16352552920281,78.10111236572266,79.43594235833258,77.80145523924946,48842300
QQQ,2014-01-14,78.36449233157879,79.5903549194336,79.65391795946009,78.36449233157879,37178900
QQQ,2014-01-15,79.9353933472872,80.24413299560547,80.39849935583945,79.85367242522814,39835600
QQQ,2014-01-16,80.18058108409814,80.25321960449219,80.37127018985362,80.05345501359449,31630100
QQQ,2014-01-17,80.00801001665674,79.79915618896484,80.24410414190676,79.60846717821022,36895800
QQQ,2014-01-21,80.30766891465275,80.40755462646484,80.44387040544383,79.73559494193842,26412700
QQQ,2014-01-22,80.61642456054688,80.61642456054688,80.81619604123964,80.3803303626509,29376900
QQQ,2014-01-23,80.37124970359982,80.34400939941406,80.38032518642873,79.78101771079378,35011900
QQQ,2014-01-24,79.95353080766948,78.76398468017578,80.07157440841708,78.7367443821454,63974600
QQQ,2014-01-27,78.76399979391326,78.0012435913086,78.90020823804959,77.41101161861732,63519300
QQQ,2014-01-28,77.6380335677369,77.95584869384766,78.03757654219052,77.46550238734098,44378800
QQQ,2014-01-29,77.28387872556273,77.12042999267578,77.85594582674273,76.96606366935163,51939300
QQQ,2014-01-30,78.06480247783071,78.54606628417969,78.81848315803894,77.98307464453339,65833600
QQQ,2014-01-31,77.67435630843302,78.33722686767578,78.70952953540542,77.59262846006669,45187000
QQQ,2014-02-03,78.19196021972232,76.53931427001953,78.54609814266922,76.33954273854144,65596900
QQQ,2014-02-04,76.92977895300466,77.10231018066406,77.41104297978924,76.69368468271054,37675500
QQQ,2014-02-05,76.84800881142354,76.90249633789062,77.17490625883303,76.03984760195236,41721800
QQQ,2014-02-06,77.12952016849444,77.88319396972656,77.98307970142889,77.11135534753983,32308600
QQQ,2014-02-07,78.31906212022352,79.27251434326172,79.32699495217263,78.09205034596201,38359400
QQQ,2014-02-10,79.24529157062399,79.7265625,79.76287829858339,79.19081094489722,30205400
QQQ,2014-02-11,79.89904456290712,80.63456726074219,80.78893357061759,79.80824125873617,38635500
QQQ,2014-02-12,80.7980228392301,80.7889404296875,80.97054705344797,80.54376386697737,32507200
QQQ,2014-02-13,80.19871287390099,81.38825225830078,81.45181527285995,80.18055498167651,40454500
QQQ,2014-02-14,81.36099252042919,81.55168151855469,81.73329503666041,81.11582293079563,33212400
QQQ,2014-02-18,81.68792129185637,81.95125579833984,82.10562215211809,81.4881498091551,29546600
QQQ,2014-02-19,81.79687757576603,81.38825225830078,81.98756661944354,81.22480351688448,41749900
QQQ,2014-02-20,81.44274817443436,81.76964569091797,81.92401203818808,81.09768583600736,41814800
QQQ,2014-02-21,82.03296308892317,81.6606674194336,82.15101363337139,81.56078169467688,31192200
QQQ,2014-02-24,81.85133533320723,82.09651184082031,82.46880741422012,81.76053204173267,31500400
QQQ,2014-02-25,82.21456825454433,82.0057144165039,82.37801697583957,81.74237998064778,26771700
QQQ,2014-02-26,82.22368030827744,81.93310546875,82.48700791122519,81.6062079083003,42953700
QQQ,2014-02-27,81.94494084328286,82.46467590332031,82.54673603861768,81.81728710619346,28742400
QQQ,2014-02-28,82.44643636070963,82.37348937988281,82.93881804638013,81.64404044143564,48609800
QQQ,2014-03-03,81.59844601528802,81.7625732421875,81.98141418245808,81.03312431110628,38885700
QQQ,2014-03-04,82.65615310226833,82.80204010009766,82.95705416583752,82.57408601374645,33189000
QQQ,2014-03-05,82.93882615205027,83.0300064086914,83.17590038460335,82.76557879480674,27203300
QQQ,2014-03-06,83.221474756449,82.9570541381836,83.2853016223418,82.65615307471471,24063900
QQQ,2014-03-07,83.22147985980011,82.54673767089844,83.3035469533272,82.12730296122405,31167800
QQQ,2014-03-10,82.50114106916746,82.61967468261719,82.66526827980888,82.09081956426078,18131700
QQQ,2014-03-11,82.82028479013823,82.26407623291016,83.02999866519386,82.0178819106711,27484300
QQQ,2014-03-12,81.89021919988188,82.57408142089844,82.61967501827537,81.58932510965535,27977200
QQQ,2014-03-13,82.88410446915991,81.4069595336914,82.91145784556751,81.03311846177675,48542000
QQQ,2014-03-14,81.14253473683011,80.85075378417969,81.49814255547885,80.81428029552256,38732300
QQQ,2014-03-17,81.3704549066227,81.56193542480469,81.98137689122666,81.3248682822577,28467200
QQQ,2014-03-18,81.66227464885603,82.54673767089844,82.64703803153873,81.6349212698827,31250200
QQQ,2014-03-19,82.57408650991195,82.09994506835938,82.66527371028566,81.56196980390253,40869400
QQQ,2014-03-20,81.84464216769551,82.3279037475586,82.57409111512027,81.6805149371187,31634500
QQQ,2014-03-21,82.79948328704418,81.33724212646484,82.84518115589685,81.18188052839113,62754000
QQQ,2014-03-24,81.62968760604997,80.62439727783203,81.69366043677705,79.88413924048788,77735300
QQQ,2014-03-25,81.04478877331536,80.8894271850586,81.56571237174691,80.21313502585487,41723300
QQQ,2014-03-26,81.29153132090087,79.84757232666016,81.47431579470742,79.83843135984115,40930400
QQQ,2014-03-27,79.73792642569265,79.3997802734375,80.09434754475113,78.96111134498871,64784500
QQQ,2014-03-28,79.65565972975752,79.55513000488281,80.43247462627681,79.33578862014788,39895100
QQQ,2014-03-31,80.17658107944635,80.12174224853516,80.66094775531911,80.07605135737673,33924300
QQQ,2014-04-01,80.51475083233295,81.52918243408203,81.58401431336002,80.1583296719906,38683800
QQQ,2014-04-02,81.87642136495836,81.73934173583984,81.95867611494366,81.37377978899069,34631600
QQQ,2014-04-03,81.82160934694271,81.09049224853516,81.95869598180533,80.62440047900857,30319100
QQQ,2014-04-04,81.62970017837715,78.9336929321289,81.71195495770377,78.72349247164236,131213200
QQQ,2014-04-07,78.44017936828341,78.18428802490234,79.17129649615555,77.63594146335303,83995800
QQQ,2014-04-08,78.27567786044456,78.90626525878906,79.01593596709588,78.00150457593563,51495700
QQQ,2014-04-09,79.19872771064804,80.25885009765625,80.30454797341805,78.98852724366742,45685200
QQQ,2014-04-10,80.31366299087455,77.77301788330078,80.31366299087455,77.55368347101431,73659600
